topic,sentiment,text
0,p,"- Sinopharm (also referred to as Covilo) - Sinovac (also referred to as Coronavac) - COVAXIN  📣In addition, as of January 15, 2022, TFWs/work permit holders will only be allowed to enter the country if they are fully vaccinated with one of the vaccines approved for entry into CA"
0,p,"The first delivery of Pfizer-BioNTech's COVID-19 vaccine for children aged five to 11 has landed in Canada, with 2.9 million set to be delivered by the end of the week.  November 21, 2021 at 10:13AM   By: Christian Paas-Lang https://t.co/uvbUmvY2QU Winnipeg Landscaping   KS Lan…"
n,c,"@WestJet Literally have to endanger my health by injecting a known toxic mislabeled vaccine, manufactured by Pfizer, a corp that was fined $2B for lying &amp; causing mass harm back in 2009, now doing it again, filling the hospitals w/ immunocompromised vaxxed people, just to fly somewhere. https://t.co/xB73pbhKbU"
0,p,The New Brunswick government has announced its vaccination program for children aged five to 11.  https://t.co/0myRP8ljzE
n,c,It also makes room for insurance companies to “lose” your proof of vaccination and try to charge you.
0,i,@just84 Ireland April- Nov 2021. ICU 63% unvaccinated 37% received one dose of covax. 29 % were fully vaccinated. Link below from HPSC:  https://t.co/4m4CwsTkWa https://t.co/Sv6rupmImH
p,p,"Seeing all of you getting your kiddos booked for their vaccination appointments is LIFE GIVING. Congrats x1,000,000."
0,p,Arbitration decisions - two decisions addressed legality of mandatory vaccination policies https://t.co/WeOgxXHmDw
0,p,"More than 15,000 appointments were made for Manitoba kids aged 5-11 to get vaccinated in the first seven hours of the province offering vaccination slots Monday morning. Abigail Turner reports on the plan to get Manitoba children vaxxed. https://t.co/gnPMNPTJWJ"
0,p,Alberta to begin taking COVID-19 vaccination bookings Wednesday for ages 5 to 11 https://t.co/N6B4gMjFD5 https://t.co/18aPQXZy0E
0,i,A child under the age of 2 is one of the 10 additional Covid deaths reported today
0,c,@cockyweer It’s been misleading since phase 3 trials came out last year. Imagine if Pfizer did their phase 3 trials earlier this year. They would have failed along with Curevac
0,p,@VeraEtches From NACI: Children who receive the 10 mcg Pfizer-BioNTech COVID-19 vaccine for their first dose and who have turned 12 years of age by the time the second dose is due may receive the 30 mcg Pfizer-BioNTech COVID-19 vaccine that is authorized for individuals aged 12 years and 2/3
0,p,UPDATE: Upwards of 80K appointments booked as Quebec opens COVID-19 vaccination for kids 5 to 11 https://t.co/wF5ncQhqyA
0,p,"@aetiology @gorskon Even with a high vaccination rate, everyone in my area in Ontario are still wearing masks (indoors)"
0,o,"@mgelizabethx @cagey2577 @DianeDi18 @silla_de_pensar @drsusanshaw My apologies, I thought the Pfizer was smaller too."
n,c,"@budhavara @TorontoStar The facts you present are not true. The article you responded to is about Ontario, where 94% of patients in the hospital with covid are unvaccinated. The stats you gave were not from the random website you linked. Do you just believe everything you read on the internet?"
n,o,"@Freedom4AllP @MikeJeffriesPA He's busy in the future, Bright Eyes.  Don't you have a cheque to collect from Big Bird and Pfizer?"
0,c,"@singingsox @mbur82 @EpiEllie @1yearofletters I've worked in Taipei, Tokyo, Shanghai, Beijing. Asymptomatic people don't mask in flu season. In fact symptomatic people do, and GO TO WORK - where they take the mask off. If my fellow humans are vaccinated, there is no need to protect them. Vaccination is a choice."
0,p,Conservatives say all MPs should vote on vaccination mandate to enter House https://t.co/EAfatJFn6m
0,c,@FillmoreWhite @TravisDogBenson @allisonjade @hollyhoye The stats don't agree with your statement.  Especially regarding the efficacy of the covid vaccine.  Look up the definition of vaccines.  The Pfizer and moderna products dont meet the thresholds to be classed a vaccine.  Reducing symptoms is more therapeutic then vaccine.
0,c,I wonder if anti-vaccination parents ever consider that when they are in their eighties their kids won’t want to vaccinate their grandkids.
n,c,"These are pretty shitty numbers, ladies. Almost seems the more you jab, the more cases we get. Jabbing kids is risky business and I hope you’re ready for the fallout.   https://t.co/oebY2viXX1"
0,p,"Today we reached another milestone in our fight against #COVID19 - the first doses of the Pfizer-BioNTech COVID-19 vaccine for children aged 5-11 have arrived in Canada!    By next Friday, the initial 2.9M doses will be here - enough for a first dose for every eligible child. https://t.co/N6OglGBivS"
0,p,"“Sure, most Canadians have made the personal choice to get vaccinated, but that’s not the same as supporting a mandate for all MPs to be vaccinated.”  That’s a very good point. Only 83% of Canadians support the mandate. https://t.co/MjNRZTJOsq"
0,c,"@smarterparrot @TCBmag There were a handful of deaths in both Moderna and Pfizer placebo arms, and even more hospitalizations. It's kind of a moot point, we have huge amounts of real-world field data showing exactly this."
0,p,@strauss_matt @CPHO_Canada This seems like quite the change of direction in regards to forced vaccinations and vaccination those who are not at risk.  Very strange pivot.
0,o,@FF_RTDB How about Moderna?
0,g,A new session of Parliament opens Monday with questions continuing to swirl over the vaccination status of Conservative MPs. https://t.co/VQeprKxhPn
0,3,"2/2 Note: For 3rd dose, pharmacies administering only Moderna vaccine."
0,i,"Vaccines: So earlier today I was listening to Dr. Hinshaw, chief medical officer for Alberta about the @pfizer vaccine for ages 12-29. She was talking about myocarditis. She said in every 1 and 7,000 people would get myocarditis from the @pfizer vaccine."
0,3,"Mitchell Field Community Centre, East Bldg, Main Ent. in Toronto [Toronto health unit] 314 3rd dose Pfizer or Moderna spots added First available date is 2021-11-25 Book at https://t.co/m7DvqKptvh See https://t.co/egCHzJUDZI for detailed availability #COVID19Vaccine #vhcON"
0,3,Carefirst Seniors &amp; Community Services Association in Scarborough [Toronto health unit] 240 3rd dose Pfizer or Moderna spots added First available date is 2021-11-23 Book at https://t.co/SgrwBViekT See https://t.co/4qFA9CynGL for detailed availability #COVID19Vaccine #vhcON
p,i,@crowmogh This is interesting! I heard it was Pfizer booster across the board. Hope you don’t suffer with any side effects x
0,c,"@cagey2577 @silla_de_pensar @DianeDi18 @drsusanshaw Because evidence evolves we change what we do. VITT from AZ had an observer led incidence of about 1/60,000 in Canada. Deaths were about 1/2,000,000. That was too high a risk for Health Canada when there were other options. I took AZ first dose and Moderna 2nd and have no regrest"
n,c,@edmontonjournal @YEGFOT Not a single student in Edmonton with serious covid symptoms. Pfizer applied to the courts to have the covid data kept secret for 55 years. The Edm Journal and other media are suppressing information. Sick!
n,c,@gmbutts Are you high? @jmask is absolutely correct. I'm one of hundreds of thousands of Canadians who received two AZ vaccines. Why is that? Because TruDough was late bringing Pfizer and Moderna on shore.
p,p,"I am so happy and relieved that Health Canada has approved vaccination for 5 - 11 year-olds. I've already registered my five year old, and my pharmacist reckons that AHS should start vaccinating by Friday. I'll be first in line with my boy. Science saves lives.   #GetVaccinated"
p,p,"My youngest kid got an appointment for her Pfizer shot this Friday! Let's do this, people!"
0,i,"Hinshaw talks about Moderna vaccine for those aged 12-29.  Says data is clear while low, myocarditis is higher than Pfizer.  Moderna is 1 case/2k, Pfizer is 1 in 7K (both much lower than if you catch COVID)  Thus, are advising 12-29 get Pfizer."
0,c,It would be nice to see data and get a clearer picture for mixed doses that had long intervals between doses. Being selfish here bit but AZ+Moderna with 12 weeks between shots.  https://t.co/7WCKw8M54P https://t.co/GAFLmVvoPU
0,p,"@jfa12116 @NNorma192 @pancholi_rakhi @jkenney This is why every childhood vaccination was mandated! So ignorant parents could not does this……,"
0,o,"@trev82 @bmyska @MBGov Keep in mind that if we keep it controlled, the numbers we would have to pay are relatively small. As well, those procedures currently on hold due to Covid caused backlogs would see reduced cost both to life and financial cost of treatment due to treating earlier."
0,c,"@CMOH_Alberta Hi Dr., it doesn't make sense that majority of people hospitalized are 70+ and yet they have highest vaccination rate as per AHS website.  For instance, vaccination rate for 80+ sits at 93.5% and yet the chart you uploaded says that 80+ have highest hospital rate"
0,o,"@deonandan I did a little work on interferon, but I didn't invent any vaccine. On the other hand, if Moderna wants to pay me some royalties, I won't say no."
0,p,Health Canada has approved the use of the Pfizer-BioNTech COVID-19 vaccine for children aged 5-11. Here are some tips provided by the HKPR health unit on how to prepare your child for the vaccine. https://t.co/9P3mlkHTkh
0,i,A child under the age of 2 is one of the 10 additional Covid deaths reported today
0,p,"Scarborough Town Centre, East side, Near entrance 2 in Toronto [Toronto health unit] 336 2nd dose Pfizer or Moderna spots added First available date is 2021-11-23 Book at https://t.co/m7DvqKptvh See https://t.co/egCHzJUDZI for detailed availability #COVID19Vaccine #vhcON"
n,o,@Golden_Pup This psychos husband is paid speaker for Pfizer and moderna. No conflict of interest here at all. Unfrikkinbelievable
0,o,@melissajonesTO I actually called a couple because their booking forms didn't mention anything about the paediatric Pfizer despite what the Ontario Covid website said.  They sounded mystified as to why the site listed them and confirmed that they didn't receive any doses to give out rn.
0,p,WATCH LIVE: New Brunswick provides an update regarding the Pfizer-BioNTech Cominarty mRNA vaccine for children. https://t.co/xxs7sEg7ht via @CTVAtlantic https://t.co/UCykWBH70t
0,c,Except that they can end up spreading COVID to people at higher risk. Vaccinating kids will help curb community spread. #COVID19AB https://t.co/lP7sKk83kF
p,i,"@usykM @AcidReign10 @ctvedmonton There are certainly vaccines that can have side effects, sometime very serious ones as was the case with AstraZeneca. It’s why it goes through the approval process, to ensure the benefits outweigh the risks.   I’m sorry that happened to your daughter."
0,p,Parents are learning how soon their children can get an appointment for a COVID-19 shot as shipments of the pediatric Pfizer-BioNTech vaccine make their way across the country.  https://t.co/akGIFT8VDZ
0,p,"UPDATE: More than 68,000 COVID-19 vaccination appointments were booked across Ontario within the first two hours of eligibility for children ages five to 11. Health Minister Christine Elliott said 400,000 doses of the pediatric Pfizer vaccine were expected Monday. #ottnews https://t.co/GB0yDm5cEa"
0,p,@_frdrik Vaccination in schools will begin next week. But parents can also bring children to vaccination centres if they prefer that way.
p,i,@Mistywoman1 I have a bit of a sore arm after Moderna booster shot but that all -no problemo
0,i,"Manitoba Epi report Nov 7 to Nov 13, 2021  66.7% of covid deaths in fully vaccinated, 33.3% in unvaccinated.  Overall vaccination rate 12+ 86.0%"
0,i,"The study author concluded that “mRNA [vaccines] dramatically increase inflammation on the endothelium and T cell infiltration of cardiac muscle and may account for the observations of increased thrombosis, cardiomyopathy, and other vascular events following vaccination.” https://t.co/T7ORipyrLT"
0,o,@hollyhoye Local mom’s group polls would show the same thing in #shpk despite having a pretty high overall vaccination rate.
0,i,"Hinshaw talks about Moderna vaccine for those aged 12-29.  Says data is clear while low, myocarditis is higher than Pfizer.  Moderna is 1 case/2k, Pfizer is 1 in 7K (both much lower than if you catch COVID)  Thus, are advising 12-29 get Pfizer."
n,p,"So I guess @WestJet is just not bothering to check vaccination proof? Because nowhere between setting foot into @FlyEIA and arriving at my destination was I asked for mine.  That’s pretty concerning, my dudes. What’s stopping antivaxers from boarding?"
